Date,Open,High,Low,Close,Volume,TNX_Close,FVX_Close,MOVE_Close,HYG_Close,IEF_Close,RSP_Close,VIX_Close,IRX_Close
2007-04-11,102.81072132119958,102.83911338298228,101.9020128561996,102.24278259277344,106365700,4.738999843597412,4.64900016784668,58.70000076293945,33.449310302734375,52.677120208740234,36.546016693115234,13.489999771118164,4.885000228881836
2007-04-12,102.04396466502418,102.88166555768301,101.75998999863702,102.69709014892578,115534400,4.736999988555908,4.6529998779296875,57.900001525878906,33.471744537353516,52.728248596191406,36.798370361328125,12.710000038146973,4.885000228881836
2007-04-13,102.86748088700654,103.16565704345703,102.48412856554225,103.16565704345703,84287000,4.761000156402588,4.683000087738037,57.79999923706055,33.41083908081055,52.63872528076172,36.90226364135742,12.199999809265137,4.869999885559082
2007-04-16,103.52773532131438,104.25895276399027,103.52064001413899,104.1453628540039,83064600,4.735000133514404,4.664999961853027,58.70000076293945,33.397987365722656,52.69626235961914,37.28080368041992,11.979999542236328,4.864999771118164
2007-04-17,104.33706180995239,104.64232255716735,104.10988195223088,104.42224884033203,108424100,4.688000202178955,4.605999946594238,59.29999923706055,33.3819694519043,52.9200325012207,37.32533264160156,12.140000343322754,4.860000133514404
2007-04-18,104.07438036439467,104.85528664546663,104.05308360970828,104.5500259399414,88345300,4.6539998054504395,4.565000057220459,59.20000076293945,33.3916015625,53.04148483276367,37.421817779541016,12.420000076293945,4.849999904632568
2007-04-19,104.03889601567928,104.64232219969345,103.90400932968441,104.52163696289062,102947700,4.670000076293945,4.568999767303467,59.400001525878906,33.507015228271484,53.03512954711914,37.384700775146484,12.539999961853027,4.84499979019165
2007-04-20,105.2244588725902,105.50842285156249,104.38674671931855,105.5084228515625,124114100,4.671999931335449,4.568999767303467,59.099998474121094,33.48775100708008,52.97757339477539,37.62220001220703,12.069999694824219,4.835000038146973
2007-04-23,105.3309364275021,105.58650832647568,105.0469724653229,105.1108627319336,77270800,4.650000095367432,4.544000148773193,57.79999923706055,33.507015228271484,53.08623504638672,37.68158721923828,13.039999961853027,4.840000152587891
2007-04-24,105.23154172205865,105.35222694046021,104.58552212150083,105.15345001220703,114471000,4.622000217437744,4.51200008392334,58.79999923706055,33.737789154052734,53.18848419189453,37.68158721923828,13.119999885559082,4.835000038146973
2007-04-25,105.58653210492874,106.24676417285156,105.08249433366998,106.11897277832031,108418800,4.645999908447266,4.539999961853027,57.79999923706055,33.78911590576172,53.15657043457031,38.06010437011719,13.210000038146973,4.820000171661377
2007-04-26,106.12607543381516,106.34614917171547,105.84920672604818,106.23965454101562,88741600,4.684000015258789,4.585000038146973,58.70000076293945,33.849952697753906,53.00313186645508,38.09720993041992,12.789999961853027,4.800000190734863
2007-04-27,105.84212063269564,106.30357578806962,105.66464038044447,106.15448760986328,108191100,4.697999954223633,4.5920000076293945,57.79999923706055,33.849952697753906,53.00313186645508,38.015567779541016,12.449999809265137,4.795000076293945
2007-04-30,106.23255211249027,106.30354852819879,105.2173705295577,105.27415466308594,100874100,4.630000114440918,4.515999794006348,59.79999923706055,33.85317611694336,53.233314514160156,37.62220001220703,14.220000267028809,4.724999904632568
2007-05-01,105.36641937733138,106.11183821080326,104.8339789009271,105.54389953613281,134342700,4.642000198364258,4.539000034332275,58.900001525878906,33.857383728027344,53.23588180541992,37.703857421875,13.510000228881836,4.755000114440918
2007-05-02,105.70722633745984,106.45264551003784,105.60074252674904,106.16157531738281,87129800,4.645999908447266,4.547999858856201,61.099998474121094,33.844505310058594,53.17167663574219,38.00071716308594,13.079999923706055,4.755000114440918
2007-05-03,106.46685222753243,106.77211305502254,106.29646728943479,106.73662567138672,86569700,4.673999786376953,4.5879998207092285,60.79999923706055,33.84773254394531,53.113929748535156,38.1491813659668,13.09000015258789,4.75
2007-05-04,107.02051202327279,107.28317913363773,106.64425503665878,107.14119720458984,96409000,4.639999866485596,4.548999786376953,57.099998474121094,33.889549255371094,53.248680114746094,38.178855895996094,12.90999984741211,4.75
2007-05-07,107.11285542663647,107.34002445323256,107.06315577025276,107.16254425048828,63461400,4.636000156402588,4.547999858856201,54.5,33.88629150390625,53.29364013671875,38.245643615722656,13.149999618530273,4.730000019073486
2007-05-08,106.89986836067733,107.14123881705704,106.58040618811229,107.02055358886719,80584000,4.633999824523926,4.539000034332275,54.29999923706055,33.912010192871094,53.29364013671875,38.223392486572266,13.210000038146973,4.755000114440918
2007-05-09,106.94243798896676,108.49007051885816,106.75075639522404,107.31159973144531,102070100,4.668000221252441,4.5879998207092285,53.29999923706055,33.82201385498047,53.1203498840332,38.38667678833008,12.880000114440918,4.730000019073486
2007-05-10,107.00636126818023,107.21224437047172,105.96988294588964,106.18995666503906,153617800,4.6479997634887695,4.556000232696533,52.79999923706055,33.94414520263672,53.255123138427734,37.9265022277832,13.600000381469727,4.71999979019165
2007-05-11,106.31065072777626,107.14835215826918,106.28935396818969,107.09866333007812,113408900,4.670000076293945,4.580999851226807,52.400001525878906,33.96344757080078,53.14598083496094,38.193702697753906,12.949999809265137,4.715000152587891
2007-05-14,107.09863211433056,107.41099894059943,106.33901180203765,106.8643569946289,108027500,4.690000057220459,4.605000019073486,52.5,33.960227966308594,53.06901931762695,38.09720993041992,13.960000038146973,4.699999809265137
2007-05-15,106.98506646003844,107.66659522025759,106.62301073798798,106.89278411865234,180673300,4.711999893188477,4.627999782562256,51.20000076293945,33.93451690673828,53.06257629394531,38.04524230957031,14.010000228881836,4.690000057220459
2007-05-16,107.05600101424521,107.64523626006095,106.7578357391082,107.62393951416016,114166500,4.708000183105469,4.624000072479248,51.599998474121094,34.02451705932617,53.03053665161133,38.27535629272461,13.5,4.610000133514404
2007-05-17,107.46781333504435,107.87956869574752,107.27613168742545,107.41101837158203,101132800,4.75600004196167,4.676000118255615,52.70000076293945,34.01487731933594,52.88930892944336,38.30503463745117,13.510000228881836,4.659999847412109
2007-05-18,107.91502387794534,108.34807586669922,107.77304192790916,108.34807586669922,99182000,4.803999900817871,4.724999904632568,56.70000076293945,34.02451705932617,52.73537063598633,38.498008728027344,12.760000228881836,4.684999942779541
2007-05-21,108.31973896355669,108.78118324426296,108.26294398811787,108.29133605957031,174664600,4.788000106811523,4.714000225067139,55.400001525878906,34.05668640136719,52.805938720703125,38.587066650390625,13.300000190734863,4.710000038146973
2007-05-22,108.40488501586078,108.73145329300489,108.17771603254606,108.20610809326172,82148800,4.830999851226807,4.758999824523926,54.599998474121094,34.059898376464844,52.65827941894531,38.55738067626953,13.0600004196167,4.775000095367432
2007-05-23,108.58241561530716,108.97287433480528,108.16356482190682,108.2203598022461,133786600,4.859000205993652,4.781000137329102,56.0,34.03417205810547,52.55565643310547,38.520263671875,13.239999771118164,4.764999866485596
2007-05-24,108.28416158940237,108.76691311145301,107.01340879460291,107.2405776977539,187593000,4.85699987411499,4.784999847412109,56.5,34.043827056884766,52.62626647949219,38.089778900146484,14.079999923706055,4.764999866485596
2007-05-25,107.55299479255731,107.92215661967349,107.32581495047627,107.68788146972656,83309200,4.861000061035156,4.796000003814697,56.900001525878906,34.09201431274414,52.568458557128906,38.282772064208984,13.34000015258789,4.739999771118164
2007-05-29,107.86535261768636,108.26290647547343,107.51748757585757,108.07833099365234,82020000,4.881999969482422,4.827000141143799,56.5,33.95705795288086,52.459407806396484,38.394107818603516,13.529999732971191,4.684999942779541
2007-05-30,107.52462389756377,109.00124983167821,107.43942602374442,108.95865631103516,129013600,4.877999782562256,4.833000183105469,57.599998474121094,34.03417205810547,52.51069641113281,38.70581817626953,12.829999923706055,4.704999923706055
2007-05-31,109.09352038953038,109.24970382118573,108.703061810392,108.84505462646484,114866700,4.889999866485596,4.853000164031982,58.900001525878906,33.97953414916992,52.491493225097656,38.839420318603516,13.050000190734863,4.590000152587891
2007-06-01,109.24257768786954,109.61172857440705,108.9798997182807,109.38455963134766,107771700,4.955999851226807,4.919000148773193,58.0,33.974998474121094,52.26530838012695,38.99526596069336,12.779999732971191,4.65500020980835
2007-06-04,109.00120094037538,109.60463776557563,108.95860743883718,109.39876556396484,78008800,4.928999900817871,4.90500020980835,54.70000076293945,34.00408935546875,52.34907913208008,39.091758728027344,13.289999961853027,4.625
2007-06-05,109.14319364561347,109.25677270545953,108.51846007008253,108.96571350097656,126917900,4.97599983215332,4.953999996185303,55.29999923706055,33.955604553222656,52.18156433105469,38.89138412475586,13.630000114440918,4.690000057220459
2007-06-06,108.51844872978147,108.58233897536734,107.7304365366407,107.79432678222656,164096800,4.96999979019165,4.932000160217285,58.900001525878906,33.913578033447266,52.20735549926758,38.520263671875,14.869999885559082,4.65500020980835
2007-06-07,107.59556549767221,108.26289260166743,105.8207639796121,105.84916687011719,232414600,5.098999977111816,5.041999816894531,70.80000305175781,33.75521469116211,51.68547439575195,37.718685150146484,17.059999465942383,4.659999847412109
2007-06-08,106.18992427655549,107.33289687185963,105.84205928406165,107.22640228271484,175886000,5.118000030517578,5.052999973297119,79.0999984741211,33.66469192504883,51.78209686279297,38.230804443359375,14.84000015258789,4.630000114440918
2007-06-11,107.14834031150228,107.87246255498245,106.98506156188037,107.41101837158203,102015600,5.13700008392334,5.057000160217285,69.5,33.593589782714844,51.64678192138672,38.23823547363281,14.710000038146973,4.590000152587891
2007-06-12,106.96377686614963,107.58140456058378,106.16866895308195,106.23965454101562,233898000,5.248000144958496,5.1539998054504395,85.19999694824219,33.42227554321289,51.2795524597168,37.815181732177734,16.670000076293945,4.590000152587891
2007-06-13,106.84310531075982,107.95768642624267,106.28936782425697,107.82989501953125,193208200,5.199999809265137,5.133999824523926,84.5999984741211,33.48045349121094,51.44710159301758,38.438636779785156,14.729999542236328,4.514999866485596
2007-06-14,107.9505624367106,108.70307680254598,107.92926567786866,108.51850128173828,146396500,5.2170000076293945,5.1539998054504395,78.30000305175781,33.506324768066406,51.45994567871094,38.57222366333008,13.640000343322754,4.510000228881836
